mun_capital,cnae,atividades,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
São Luís - MA,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",74,4110,4032,4075.64,228827.571,4.327516,4318.86055837951
São Luís - MA,36,"Captação, tratamento e distribuição de água",18,2392,2368,2366.41,190850.173,6.216253,6203.82036014957
São Luís - MA,37,Esgoto e atividades relacionadas,7,,,,,,
São Luís - MA,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",48,1674,1629,1671.71,37359.519,1.722529,1719.08354549901
São Luís - MA,39,Descontaminação e outros serviços de gestão de resíduos,1,,,,,,
São Luís - MA,F,Construção,1283,24687,22799,22143.05,496180.906,1.727145,1723.69036785809
São Luís - MA,41,Construção de edifícios,751,12332,11101,11445.63,203931.606,1.373317,1370.57083056019
São Luís - MA,42,Obras de infraestrutura,170,7109,6929,6342.75,194726.066,2.366315,2361.58261855601
São Luís - MA,43,Serviços especializados para construção,362,5246,4769,4354.67,97523.234,1.726152,1722.69936201118
São Luís - MA,G,Comércio; reparação de veículos automotores e motocicletas,9334,64900,54902,56907.42,1186879.423,1.607547,1604.33239029016
São Luís - MA,45,Comércio e reparação de veículos automotores e motocicletas,1016,,,,,,
São Luís - MA,46,"Comércio por atacado, exceto veículos automotores e motocicletas",1471,,,,,,
São Luís - MA,47,Comércio varejista,6847,44538,37267,38845.36,683031.41,1.355276,1352.56508608255
São Luís - MA,H,"Transporte, armazenagem e correio",726,20797,20036,20477.53,739685.129,2.784168,2778.59957118476
São Luís - MA,49,Transporte terrestre,478,16052,15532,15820.58,505369.751,2.462141,2457.21688021357
São Luís - MA,50,Transporte aquaviário,23,800,781,799.41,48489.275,4.675222,4665.87136859588
São Luís - MA,51,Transporte aéreo,7,237,236,253.63,9864.09,2.997661,2991.66563043076
São Luís - MA,52,Armazenamento e atividades auxiliares dos transportes,172,2681,2488,2420.65,132550.521,4.220613,4212.17190551171
São Luís - MA,53,Correio e outras atividades de entrega,46,1027,999,1183.26,43411.492,2.827813,2822.15703941783
São Luís - MA,I,Alojamento e alimentação,1328,12369,10733,10966.06,188317.917,1.323632,1320.98434764944
São Luís - MA,55,Alojamento,168,1985,1750,1841.26,32620.034,1.365512,1362.78058754081
São Luís - MA,56,Alimentação,1160,10384,8983,9124.8,155697.883,1.315181,1312.55043735416
São Luís - MA,J,Informação e comunicação,469,5345,4826,4849.88,127246.847,2.022284,2018.23942035679
São Luís - MA,58,Edição e edição integrada à impressão,39,298,249,251.55,6787.821,2.079851,2075.69102334755
São Luís - MA,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",59,265,198,240.6,4825.373,1.545829,1542.73706758744
São Luís - MA,60,Atividades de rádio e de televisão,19,713,684,687.66,25896.529,2.902645,2896.83956069525
São Luís - MA,61,Telecomunicações,119,999,894,923.56,33140.061,2.765759,2760.2272310824
São Luís - MA,62,Atividades dos serviços de tecnologia da informação,154,1260,1084,1022.43,26608.251,2.005898,2001.88623031556
São Luís - MA,63,Atividades de prestação de serviços de informação,79,1810,1717,1724.08,29988.812,1.340689,1338.00733858504
São Luís - MA,K,"Atividades financeiras, de seguros e serviços relacionados",441,4556,4091,4086.38,289526.856,5.461051,5450.12862616414
São Luís - MA,64,Atividades de serviços financeiros,235,3596,3378,3389.05,266791.209,6.067638,6055.50248367763
São Luís - MA,65,"Seguros, resseguros, previdência complementar e planos de saúde",37,,,,,,
São Luís - MA,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",169,,,,,,
São Luís - MA,L,Atividades imobiliárias,455,2391,1695,1854.32,32102.626,1.334388,1331.71878059384
São Luís - MA,68,Atividades imobiliárias,455,2391,1695,1854.32,32102.626,1.334388,1331.71878059384
São Luís - MA,M,"Atividades profissionais, científicas e técnicas",1543,7251,5178,5099.05,145364.917,2.197336,2192.94117380839
São Luís - MA,69,"Atividades jurídicas, de contabilidade e de auditoria",693,2574,1589,1558.02,30697.737,1.518656,1515.61878834379
São Luís - MA,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,168,576,339,388.32,21949.518,4.356737,4348.02343824285
São Luís - MA,71,Serviços de arquitetura e engenharia; testes e análises técnicas,366,2461,1992,1806.26,51506.64,2.197906,2193.50992147821
São Luís - MA,72,Pesquisa e desenvolvimento científico,6,62,56,54.24,13186.4,18.738407,18700.9303380985
São Luís - MA,73,Publicidade e pesquisa de mercado,154,490,306,299.85,6643.328,1.707685,1704.26957068278
São Luís - MA,74,"Outras atividades profissionais, científicas e técnicas",132,998,835,938.44,20421.939,1.677322,1673.96784516366
São Luís - MA,75,Atividades veterinárias,24,90,61,53.92,959.355,1.371373,1368.63016434604
São Luís - MA,N,Atividades administrativas e serviços complementares,1750,37424,35394,36891.74,677532.831,1.415557,1412.72572334412
São Luís - MA,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,234,1948,1661,1669.62,42211.819,1.948689,1944.791629233
São Luís - MA,78,"Seleção, agenciamento e locação de mão-de-obra",52,4905,4836,5116.96,103391.007,1.557388,1554.27331552629
São Luís - MA,79,"Agências de viagens, operadores turísticos e serviços de reservas",114,445,281,277.78,5589.86,1.551051,1547.94884717845
São Luís - MA,80,"Atividades de vigilância, segurança e investigação",86,8279,8193,8962.01,201313.275,1.731383,1727.92002446567
São Luís - MA,81,Serviços para edifícios e atividades paisagísticas,697,9902,9208,9502.64,149157.627,1.209838,1207.41852952281
São Luís - MA,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",567,11945,11215,11362.73,175869.243,1.19298,1190.59445289049
São Luís - MA,O,"Administração pública, defesa e seguridade social",91,65080,65079,64973.06,5011458.165,5.945069,5933.17879630537
São Luís - MA,84,"Administração pública, defesa e seguridade social",91,65080,65079,64973.06,5011458.165,5.945069,5933.17879630537
São Luís - MA,P,Educação,841,52712,51761,51114.52,2768346.379,4.174479,4166.12973107325
São Luís - MA,85,Educação,841,52712,51761,51114.52,2768346.379,4.174479,4166.12973107325
São Luís - MA,Q,Saúde humana e serviços sociais,1857,47901,44727,44376.57,1344833.03,2.335827,2331.15571156997
São Luís - MA,86,Atividades de atenção à saúde humana,1810,46141,43015,42716.46,1295246.197,2.337132,2332.45739104209
São Luís - MA,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",29,894,852,794.47,17415.907,1.689642,1686.26273345268
São Luís - MA,88,Serviços de assistência social sem alojamento,18,866,860,865.64,32170.926,2.864523,2858.79420473247
São Luís - MA,R,"Artes, cultura, esporte e recreação",279,1395,1075,1049.1,18614.708,1.36762,1364.8847730289
São Luís - MA,90,"Atividades artísticas, criativas e de espetáculos",61,138,66,76.47,1205.911,1.215487,1213.05589924656
São Luís - MA,91,Atividades ligadas ao patrimônio cultural e ambiental,5,,,,,,
São Luís - MA,92,Atividades de exploração de jogos de azar e apostas,1,,,,,,
São Luís - MA,93,Atividades esportivas e de recreação e lazer,212,1195,951,915.91,15022.698,1.264216,1261.6874516559
São Luís - MA,S,Outras atividades de serviços,1184,6840,5837,5860.63,149585.813,1.967307,1963.37270907735
São Luís - MA,94,Atividades de organizações associativas,692,4392,3974,4022.81,116641.097,2.234849,2230.37928137871
São Luís - MA,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,149,710,542,527.97,10875.394,1.587676,1584.50057622738
São Luís - MA,96,Outras atividades de serviços pessoais,343,1738,1321,1309.85,22069.322,1.298654,1296.05691785025
São Luís - MA,U,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
São Luís - MA,99,Organismos internacionais e outras instituições extraterritoriais,,,,,,,
Teresina - PI,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",55,371,313,349.22,6667.229,1.471541,1468.59793033265
Teresina - PI,01,"Agricultura, pecuária e serviços relacionados",49,363,312,348.22,6647.753,1.471456,1468.51305319802
Teresina - PI,02,Produção florestal,6,8,1,1,19.476,1.501156,1498.15384615385
Teresina - PI,03,Pesca e aquicultura,,,,,,,
Teresina - PI,B,Indústrias extrativas,34,196,157,156.56,2477.315,1.219626,1217.18633308439
Teresina - PI,05,Extração de carvão mineral,,,,,,,
Teresina - PI,06,Extração de petróleo e gás natural,1,,,,,,
Teresina - PI,07,Extração de minerais metálicos,2,,,,,,
Teresina - PI,08,Extração de minerais não-metálicos,30,191,154,154.06,2477.315,1.239417,1236.93815596321
Teresina - PI,09,Atividades de apoio à extração de minerais,1,,,,,,
Teresina - PI,C,Indústrias de transformação,1434,16867,15059,15623.76,299535.82,1.47771,1474.75491962734
Teresina - PI,10,Fabricação de produtos alimentícios,399,5175,4697,4978.06,81526.648,1.262309,1259.78405551251
Teresina - PI,11,Fabricação de bebidas,21,1306,1275,1299.8,45425.221,2.693684,2688.29648348267
Teresina - PI,12,Fabricação de produtos do fumo,,,,,,,
Teresina - PI,13,Fabricação de produtos têxteis,12,59,43,46.17,582.17,0.971888,969.943852984789
Teresina - PI,14,Confecção de artigos do vestuário e acessórios,234,2258,1986,2081.67,32832.714,1.215685,1213.25348619877
Teresina - PI,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",28,150,111,101.27,1412.232,1.074859,1072.70890460384
Teresina - PI,16,Fabricação de produtos de madeira,24,105,71,99.52,1595.985,1.236074,1233.60205911452
Teresina - PI,17,"Fabricação de celulose, papel e produtos de papel",20,188,160,152.92,2454.149,1.23698,1234.50622748949
Teresina - PI,18,Impressão e reprodução de gravações,116,903,748,699.93,12149.805,1.337953,1335.27693428684
Teresina - PI,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",,,,,,,
Teresina - PI,20,Fabricação de produtos químicos,31,401,363,368.56,8076.328,1.689009,1685.63056218797
Teresina - PI,21,Fabricação de produtos farmoquímicos e farmacêuticos,2,,,,,,
Teresina - PI,22,Fabricação de produtos de borracha e de material plástico,49,434,363,430.27,7533.085,1.349453,1346.75454231779
Teresina - PI,23,Fabricação de produtos de minerais não-metálicos,99,1398,1260,1260.12,21312.279,1.303599,1300.99203006307
Teresina - PI,24,Metalurgia,10,443,434,415.98,7957.134,1.474383,1471.43427753553
Teresina - PI,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",135,1065,903,903.39,21006.191,1.792248,1788.66364045855
Teresina - PI,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",5,20,11,17.23,286.273,1.280623,1278.0615206036
Teresina - PI,27,"Fabricação de máquinas, aparelhos e materiais elétricos",6,143,135,162.06,4659.413,2.21606,2211.62769724414
Teresina - PI,28,Fabricação de máquinas e equipamentos,8,51,35,32.43,614.969,1.461613,1458.68972224199
Teresina - PI,29,"Fabricação de veículos automotores, reboques e carrocerias",23,201,170,172.1,2921.194,1.308295,1305.67827291825
Teresina - PI,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",2,,,,,,
Teresina - PI,31,Fabricação de móveis,67,1200,1117,1154.93,24139.693,1.611025,1607.80260408723
Teresina - PI,32,Fabricação de produtos diversos,58,361,283,342.84,5627.008,1.265063,1262.53287023326
Teresina - PI,33,"Manutenção, reparação e instalação de máquinas e equipamentos",85,490,384,376.36,7169.8,1.46835,1465.41363833318
Teresina - PI,D,Eletricidade e gás,14,1334,1312,1828.68,129419.039,5.454897,5443.98729810994
Teresina - PI,35,"Eletricidade, gás e outras utilidades",14,1334,1312,1828.68,129419.039,5.454897,5443.98729810994
Teresina - PI,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",54,1833,1763,1780.8,118449.133,5.126758,5116.50481201189
Teresina - PI,36,"Captação, tratamento e distribuição de água",4,1315,1314,1302.67,109962.714,6.506346,6493.33316011907
Teresina - PI,37,Esgoto e atividades relacionadas,10,55,43,43.11,762.358,1.363035,1360.30904840926
Teresina - PI,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",40,463,406,435.02,7724.061,1.368556,1365.81890134141
Teresina - PI,39,Descontaminação e outros serviços de gestão de resíduos,,,,,,,
Teresina - PI,F,Construção,1113,17226,15200,15640.05,308702.925,1.521349,1518.30581399381
Teresina - PI,41,Construção de edifícios,696,10816,9419,9800.67,173767.44,1.366592,1363.8584049709
Teresina - PI,42,Obras de infraestrutura,142,4471,4212,4279.05,106386.241,1.916303,1912.47052499971
Teresina - PI,43,Serviços especializados para construção,275,1939,1569,1560.33,28549.244,1.410276,1407.45591785564
Teresina - PI,G,Comércio; reparação de veículos automotores e motocicletas,8642,61890,51905,52548.95,1040472.193,1.526134,1523.08128970154
Teresina - PI,45,Comércio e reparação de veículos automotores e motocicletas,1136,8219,6887,7116.13,151836.01,1.644588,1641.2984412768
Teresina - PI,46,"Comércio por atacado, exceto veículos automotores e motocicletas",1298,11853,10106,10733.18,262381.979,1.88422,1880.45194004444
Teresina - PI,47,Comércio varejista,6208,41818,34912,34699.64,626254.204,1.391079,1388.29683269603
Teresina - PI,H,"Transporte, armazenagem e correio",546,8941,8351,8860.59,218983.959,1.904916,1901.10589961582
Teresina - PI,49,Transporte terrestre,352,6501,6082,6338.78,132310.118,1.608842,1605.62464458703
Teresina - PI,50,Transporte aquaviário,1,,,,,,
Teresina - PI,51,Transporte aéreo,7,,,,,,
Teresina - PI,52,Armazenamento e atividades auxiliares dos transportes,127,1192,1067,1121.36,27763.024,1.908305,1904.48850571559
Teresina - PI,53,Correio e outras atividades de entrega,59,1043,1004,1203.64,51838.354,3.319561,3312.92221287735
Teresina - PI,I,Alojamento e alimentação,1389,11916,10173,10232.46,154360.474,1.162739,1160.41329410373
Teresina - PI,55,Alojamento,139,1734,1559,1617.77,25751.177,1.226892,1224.43843638513
Teresina - PI,56,Alimentação,1250,10182,8614,8614.69,128609.297,1.150691,1148.38988357722
Teresina - PI,J,Informação e comunicação,445,3595,3046,3035.97,92680.595,2.352976,2348.26975841709
Teresina - PI,58,Edição e edição integrada à impressão,45,,,,,,
Teresina - PI,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",36,,,,,,
Teresina - PI,60,Atividades de rádio e de televisão,25,724,698,709.16,28784.043,3.128482,3122.22510272175
Teresina - PI,61,Telecomunicações,114,1072,970,911.39,25175.718,2.129138,2124.87924193561
Teresina - PI,62,Atividades dos serviços de tecnologia da informação,148,834,612,616.02,16981.291,2.124721,2120.47198767273
Teresina - PI,63,Atividades de prestação de serviços de informação,77,391,292,310.17,11268.942,2.800332,2794.73092919268
Teresina - PI,K,"Atividades financeiras, de seguros e serviços relacionados",327,3904,3577,3622.61,242545.507,5.160571,5150.24987296664
Teresina - PI,64,Atividades de serviços financeiros,149,2091,1984,2008.99,174858.5,6.708649,6695.23185588472
Teresina - PI,65,"Seguros, resseguros, previdência complementar e planos de saúde",32,,,,,,
Teresina - PI,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",146,,,,,,
Teresina - PI,L,Atividades imobiliárias,292,1517,1031,1194.34,18423.048,1.188939,1186.56122918226
Teresina - PI,68,Atividades imobiliárias,292,1517,1031,1194.34,18423.048,1.188939,1186.56122918226
Teresina - PI,M,"Atividades profissionais, científicas e técnicas",1244,6520,4568,4486.46,179109.461,3.077094,3070.94030619995
Teresina - PI,69,"Atividades jurídicas, de contabilidade e de auditoria",603,2193,1261,1282.79,25967.86,1.560295,1557.17435613599
Teresina - PI,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,117,571,329,307.84,17101.367,4.281854,4273.29057052615
Teresina - PI,71,Serviços de arquitetura e engenharia; testes e análises técnicas,258,956,577,547.72,14689.975,2.067229,2063.09442219214
