uf,atividades,faixa,unidades_locais,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
Rondônia,D Eletricidade e gás,5 a 9,9,60,53,51.23,1149.401,1.729312,1725.85324103966
Rondônia,D Eletricidade e gás,10 a 19,8,107,76,93.71,2678.796,2.203331,2198.9246693974
Rondônia,D Eletricidade e gás,20 a 29,4,93,83,84.75,2236.274,2.033815,2029.74722033129
Rondônia,D Eletricidade e gás,30 a 49,1,,,,,,
Rondônia,D Eletricidade e gás,50 a 99,5,414,414,385.7,21098.342,4.216235,4207.80239723978
Rondônia,D Eletricidade e gás,100 a 249,2,,,,,,
Rondônia,D Eletricidade e gás,250 a 499,2,,,,,,
Rondônia,D Eletricidade e gás,500 ou mais,1,,,,,,
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",Total,122,2038,1891,1860.94,86718.912,3.591762,3584.57851325757
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",0 a 4,71,120,51,56.3,959.997,1.314279,1311.65049870201
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",5 a 9,19,125,95,91.52,1461.495,1.230857,1228.39480231307
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",10 a 19,16,216,184,166.21,3823.024,1.772866,1769.32055370176
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",20 a 29,7,158,147,176.39,3454.833,1.50966,1506.64087882184
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",30 a 49,2,,,,,,
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",50 a 99,2,,,,,,
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",100 a 249,4,607,606,550.02,18240.422,2.556127,2551.0152078386
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",250 a 499,-,-,-,-,-,-,-
Rondônia,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",500 ou mais,1,,,,,,
Rondônia,F Construção,Total,1350,10562,8680,8709.6,200041.296,1.770303,1766.76219344172
Rondônia,F Construção,0 a 4,953,1655,558,691.5,14698.141,1.638311,1635.03431781523
Rondônia,F Construção,5 a 9,209,1336,1000,1083.81,21255.022,1.511592,1508.56856119402
Rondônia,F Construção,10 a 19,105,1355,1045,1215.26,23238.019,1.473859,1470.91151118026
Rondônia,F Construção,20 a 29,36,865,785,864.96,17226.915,1.535103,1532.03305088363
Rondônia,F Construção,30 a 49,23,863,832,904.98,18859.995,1.606308,1603.09492602471
Rondônia,F Construção,50 a 99,13,,,,,,
Rondônia,F Construção,100 a 249,7,1057,1050,914.32,22081.141,1.861442,1857.71864083943
Rondônia,F Construção,250 a 499,-,-,-,-,-,-,-
Rondônia,F Construção,500 ou mais,4,,,,,,
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,Total,16385,102006,82131,82715.03,1782227.417,1.660752,1657.43053822634
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,0 a 4,10617,21284,9545,11147.77,194889.111,1.34749,1344.79542338271
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,5 a 9,3385,22139,17220,16918.68,322452.703,1.469013,1466.07501749091
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,10 a 19,1592,21017,18752,18418.06,408072.885,1.707733,1704.31749723244
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,20 a 29,403,9433,8959,8888.89,213173.725,1.848469,1844.77238959576
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,30 a 49,222,8138,7842,7652.77,190956.645,1.923279,1919.43213925254
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,50 a 99,114,7882,7733,7849.18,203165.695,1.995043,1991.05261754927
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,100 a 249,35,5432,5402,5372.62,108800.163,1.56088,1557.7582832384
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,250 a 499,15,,,,,,
Rondônia,G Comércio; reparação de veículos automotores e motocicletas,500 ou mais,2,,,,,,
Rondônia,"H Transporte, armazenagem e correio",Total,2008,15735,13628,14249.04,373700.132,2.021453,2017.41057643182
Rondônia,"H Transporte, armazenagem e correio",0 a 4,1420,2393,989,1265.76,27907.67,1.699411,1696.01176064487
Rondônia,"H Transporte, armazenagem e correio",5 a 9,279,1836,1470,1613.14,37439.027,1.788869,1785.29151459027
Rondônia,"H Transporte, armazenagem e correio",10 a 19,158,2183,2015,2129.2,53883.574,1.95059,1946.68904174916
Rondônia,"H Transporte, armazenagem e correio",20 a 29,52,1243,1191,1212.88,28764.513,1.827954,1824.29823738032
Rondônia,"H Transporte, armazenagem e correio",30 a 49,44,1665,1609,1624.76,45377.73,2.152681,2148.37552339091
Rondônia,"H Transporte, armazenagem e correio",50 a 99,34,2349,2307,2366.55,56287.497,1.833253,1829.58630138322
Rondônia,"H Transporte, armazenagem e correio",100 a 249,18,2648,2631,2514.62,71301.418,2.185506,2181.1345100009
Rondônia,"H Transporte, armazenagem e correio",250 a 499,2,,,,,,
Rondônia,"H Transporte, armazenagem e correio",500 ou mais,1,,,,,,
Rondônia,I Alojamento e alimentação,Total,1720,11299,9279,9255.23,156124.198,1.300197,1297.59646084513
Rondônia,I Alojamento e alimentação,0 a 4,910,1939,970,1172.98,17210.747,1.130929,1128.66682755428
Rondônia,I Alojamento e alimentação,5 a 9,464,3106,2516,2430.42,37963.432,1.203955,1201.54705771019
Rondônia,I Alojamento e alimentação,10 a 19,265,3504,3135,3041.73,51710.966,1.310352,1307.73165776864
Rondônia,I Alojamento e alimentação,20 a 29,50,1142,1087,1125.24,19728.492,1.351372,1348.66900189498
Rondônia,I Alojamento e alimentação,30 a 49,24,849,820,779.94,15209.684,1.50309,1500.08422738633
Rondônia,I Alojamento e alimentação,50 a 99,4,,,,,,
Rondônia,I Alojamento e alimentação,100 a 249,3,,,,,,
Rondônia,I Alojamento e alimentação,250 a 499,-,-,-,-,-,-,-
Rondônia,I Alojamento e alimentação,500 ou mais,-,-,-,-,-,-,-
Rondônia,J Informação e comunicação,Total,626,4038,3330,3348.32,84594.247,1.947332,1943.43723695189
Rondônia,J Informação e comunicação,0 a 4,392,646,284,351.18,6753.808,1.48233,1479.36583036532
Rondônia,J Informação e comunicação,5 a 9,114,765,597,590.51,13366.157,1.744638,1741.14904587039
Rondônia,J Informação e comunicação,10 a 19,81,1063,941,913.92,24602.256,2.074879,2070.72963800905
Rondônia,J Informação e comunicação,20 a 29,16,390,361,354.77,7458.644,1.620463,1617.22199214659
Rondônia,J Informação e comunicação,30 a 49,12,453,434,406.68,9575.108,1.814751,1811.12119905274
Rondônia,J Informação e comunicação,50 a 99,11,721,713,731.26,22838.274,2.40723,2402.41543047932
Rondônia,J Informação e comunicação,100 a 249,-,-,-,-,-,-,-
Rondônia,J Informação e comunicação,250 a 499,-,-,-,-,-,-,-
Rondônia,J Informação e comunicação,500 ou mais,-,-,-,-,-,-,-
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",Total,773,6740,5978,5858.42,317534.746,4.177696,4169.34082778423
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",0 a 4,405,645,241,250.49,8691.794,2.674516,2669.16658733498
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",5 a 9,167,1138,997,961.27,48969.179,3.926481,3918.62840104957
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",10 a 19,119,1538,1454,1436.02,75258.753,4.039454,4031.37480407922
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",20 a 29,39,939,912,894.58,56141.362,4.837153,4827.47916082665
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",30 a 49,24,857,820,810.36,54551.856,5.188689,5178.31163357596
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",50 a 99,15,980,941,902.89,51584.943,4.403664,4394.85711267324
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",100 a 249,4,643,613,602.81,22336.859,2.856063,2850.35072921306
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",250 a 499,-,-,-,-,-,-,-
Rondônia,"K Atividades financeiras, de seguros e serviços relacionados",500 ou mais,-,-,-,-,-,-,-
Rondônia,L Atividades imobiliárias,Total,363,1270,718,719.04,14209.56,1.523189,1520.14224093663
Rondônia,L Atividades imobiliárias,0 a 4,292,513,134,157.88,2833.944,1.383535,1380.76825631931
Rondônia,L Atividades imobiliárias,5 a 9,44,276,187,182.61,3344.448,1.411647,1408.82334356952
Rondônia,L Atividades imobiliárias,10 a 19,20,254,198,199.13,4134.194,1.600222,1597.02165960389
Rondônia,L Atividades imobiliárias,20 a 29,3,78,64,70.63,1673.826,1.826616,1822.96256766029
Rondônia,L Atividades imobiliárias,30 a 49,4,149,135,108.79,2223.148,1.57509,1571.9402942861
Rondônia,L Atividades imobiliárias,50 a 99,-,-,-,-,-,-,-
Rondônia,L Atividades imobiliárias,100 a 249,-,-,-,-,-,-,-
Rondônia,L Atividades imobiliárias,250 a 499,-,-,-,-,-,-,-
Rondônia,L Atividades imobiliárias,500 ou mais,-,-,-,-,-,-,-
Rondônia,"M Atividades profissionais, científicas e técnicas",Total,2036,8597,5985,5943.53,206951.983,2.683807,2678.43912753739
Rondônia,"M Atividades profissionais, científicas e técnicas",0 a 4,1569,2768,1003,1057.81,20315.417,1.480281,1477.3204872476
Rondônia,"M Atividades profissionais, científicas e técnicas",5 a 9,321,2065,1489,1441.75,36077.695,1.928746,1924.88802336904
Rondônia,"M Atividades profissionais, científicas e técnicas",10 a 19,112,1432,1224,1218.21,28181.088,1.783043,1779.47644494792
Rondônia,"M Atividades profissionais, científicas e técnicas",20 a 29,12,290,269,256.68,4842.285,1.454067,1451.15888085734
Rondônia,"M Atividades profissionais, científicas e técnicas",30 a 49,14,511,476,434.75,12888.905,2.285086,2280.51576945194
Rondônia,"M Atividades profissionais, científicas e técnicas",50 a 99,5,311,308,285.03,12213.183,3.302664,3296.0587144673
Rondônia,"M Atividades profissionais, científicas e técnicas",100 a 249,2,,,,,,
Rondônia,"M Atividades profissionais, científicas e técnicas",250 a 499,-,-,-,-,-,-,-
Rondônia,"M Atividades profissionais, científicas e técnicas",500 ou mais,1,,,,,,
Rondônia,N Atividades administrativas e serviços complementares,Total,1814,18791,16678,17042.22,367251.285,1.660976,1657.65368867165
Rondônia,N Atividades administrativas e serviços complementares,0 a 4,1172,2147,974,1154.79,20975.731,1.400039,1397.23912506237
Rondônia,N Atividades administrativas e serviços complementares,5 a 9,375,2421,1946,1917.74,37036.693,1.488568,1485.59053084119
Rondônia,N Atividades administrativas e serviços complementares,10 a 19,146,1909,1576,1592.28,35114.508,1.699782,1696.38254578341
Rondônia,N Atividades administrativas e serviços complementares,20 a 29,33,785,745,752.48,15874.787,1.626069,1622.81716662032
Rondônia,N Atividades administrativas e serviços complementares,30 a 49,26,950,910,1000.88,26920.706,2.073149,2069.00281598347
Rondônia,N Atividades administrativas e serviços complementares,50 a 99,32,2151,2128,1982.74,39336.08,1.529155,1526.09636548025
Rondônia,N Atividades administrativas e serviços complementares,100 a 249,20,2722,2702,2940.57,65237.096,1.709973,1706.55286350815
Rondônia,N Atividades administrativas e serviços complementares,250 a 499,6,2260,2255,2257.54,46325.036,1.581636,1578.47227853872
Rondônia,N Atividades administrativas e serviços complementares,500 ou mais,4,3446,3442,3443.2,80430.648,1.800468,1796.86713611667
Rondônia,"O Administração pública, defesa e seguridade social",Total,219,109520,109520,109994.24,5461454.83,3.827053,3819.39917944794
Rondônia,"O Administração pública, defesa e seguridade social",0 a 4,36,14,14,32.97,1097.409,2.565522,2560.39056484916
Rondônia,"O Administração pública, defesa e seguridade social",5 a 9,22,155,155,152.66,10092.203,5.0955,5085.30923419565
Rondônia,"O Administração pública, defesa e seguridade social",10 a 19,33,451,451,490.16,15066.782,2.369238,2364.49981795583
Rondônia,"O Administração pública, defesa e seguridade social",20 a 29,16,405,405,391.27,15837.874,3.119941,3113.70153602372
Rondônia,"O Administração pública, defesa e seguridade social",30 a 49,20,736,736,735.97,27643.857,2.895107,2889.31687223873
Rondônia,"O Administração pública, defesa e seguridade social",50 a 99,14,999,999,980.27,35400.217,2.783469,2777.90161423344
Rondônia,"O Administração pública, defesa e seguridade social",100 a 249,18,2939,2939,2945.76,113530.302,2.970575,2964.63396673393
Rondônia,"O Administração pública, defesa e seguridade social",250 a 499,28,9496,9496,9403.39,505365.189,4.142352,4134.06710853132
Rondônia,"O Administração pública, defesa e seguridade social",500 ou mais,32,94325,94325,94861.79,4737420.997,3.849256,3841.55727790115
Rondônia,P Educação,Total,1139,14726,13660,14122.7,658894.289,3.596037,3588.84463147437
Rondônia,P Educação,0 a 4,727,784,324,410.69,6888.134,1.292747,1290.16158547435
Rondônia,P Educação,5 a 9,179,1170,884,883.98,14824.478,1.292597,1290.01160833781
Rondônia,P Educação,10 a 19,115,1523,1356,1426.9,27020.096,1.459552,1456.63250618608
Rondônia,P Educação,20 a 29,35,838,807,819.65,17904.204,1.683653,1680.28605080029
Rondônia,P Educação,30 a 49,37,1328,1291,1340.46,35555.806,2.04448,2040.39061217791
Rondônia,P Educação,50 a 99,23,1652,1623,1653.1,44846.48,2.091006,2086.82428816722
Rondônia,P Educação,100 a 249,16,2486,2442,2575.31,97016.212,2.903628,2897.82027734973
Rondônia,P Educação,250 a 499,3,1038,1028,1083.98,53814.72,3.826537,3818.88397032588
Rondônia,P Educação,500 ou mais,4,3907,3905,3928.63,361024.159,7.083065,7068.89912102849
Rondônia,Q Saúde humana e serviços sociais,Total,1841,16220,13451,13429.78,321299.407,1.844026,1840.33833763472
Rondônia,Q Saúde humana e serviços sociais,0 a 4,1295,2688,1177,1299.15,22258.729,1.320587,1317.94629032592
Rondônia,Q Saúde humana e serviços sociais,5 a 9,323,1989,1292,1228.07,23022.001,1.444927,1442.0376312801
Rondônia,Q Saúde humana e serviços sociais,10 a 19,116,1509,1222,1237.37,27534.397,1.71515,1711.71964607315
Rondônia,Q Saúde humana e serviços sociais,20 a 29,31,770,686,672.81,15704.086,1.799063,1795.46471572155
Rondônia,Q Saúde humana e serviços sociais,30 a 49,27,982,887,856.52,19717.92,1.774393,1770.84373619189
Rondônia,Q Saúde humana e serviços sociais,50 a 99,17,1269,1224,1209.83,31123.995,1.982883,1978.91725410881
Rondônia,Q Saúde humana e serviços sociais,100 a 249,22,3672,3641,3641.26,88358.692,1.870353,1866.61278281102
Rondônia,Q Saúde humana e serviços sociais,250 a 499,10,3341,3322,3284.77,93579.587,2.195848,2191.45625697713
Rondônia,Q Saúde humana e serviços sociais,500 ou mais,-,-,-,-,-,-,-
Rondônia,"R Artes, cultura, esporte e recreação",Total,343,1332,984,937.72,15784.56,1.297434,1294.83952893926
Rondônia,"R Artes, cultura, esporte e recreação",0 a 4,259,447,205,230.97,3746.783,1.250343,1247.84204408831
Rondônia,"R Artes, cultura, esporte e recreação",5 a 9,55,374,309,278.81,4663.386,1.289197,1286.61812703992
Rondônia,"R Artes, cultura, esporte e recreação",10 a 19,20,244,208,194.91,3352.701,1.325827,1323.17519328447
Rondônia,"R Artes, cultura, esporte e recreação",20 a 29,6,140,137,142.61,2650.075,1.432301,1429.43638648708
Rondônia,"R Artes, cultura, esporte e recreação",30 a 49,2,,,,,,
Rondônia,"R Artes, cultura, esporte e recreação",50 a 99,1,,,,,,
Rondônia,"R Artes, cultura, esporte e recreação",100 a 249,-,-,-,-,-,-,-
Rondônia,"R Artes, cultura, esporte e recreação",250 a 499,-,-,-,-,-,-,-
Rondônia,"R Artes, cultura, esporte e recreação",500 ou mais,-,-,-,-,-,-,-
Rondônia,S Outras atividades de serviços,Total,2465,6259,4698,4671.51,102696.148,1.694427,1691.03859187023
Rondônia,S Outras atividades de serviços,0 a 4,2132,2235,1235,1266.64,22984.575,1.398651,1395.8537791079
Rondônia,S Outras atividades de serviços,5 a 9,187,1212,1020,997.13,20569.879,1.590033,1586.85265172584
Rondônia,S Outras atividades de serviços,10 a 19,103,1291,946,932.77,20014.932,1.653886,1650.57854974555
Rondônia,S Outras atividades de serviços,20 a 29,21,482,471,443.36,13460.348,2.340054,2335.37392776837
Rondônia,S Outras atividades de serviços,30 a 49,16,607,594,595.42,14439.863,1.869243,1865.50450490023
Rondônia,S Outras atividades de serviços,50 a 99,6,432,432,436.19,11226.551,1.983795,1979.82724536061
Rondônia,S Outras atividades de serviços,100 a 249,-,-,-,-,-,-,-
Rondônia,S Outras atividades de serviços,250 a 499,-,-,-,-,-,-,-
Rondônia,S Outras atividades de serviços,500 ou mais,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,Total,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,0 a 4,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,5 a 9,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,10 a 19,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,20 a 29,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,30 a 49,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,50 a 99,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,100 a 249,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,250 a 499,-,-,-,-,-,-,-
Rondônia,U Organismos internacionais e outras instituições extraterritoriais,500 ou mais,-,-,-,-,-,-,-
Acre,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",Total,83,564,451,467.32,8299.129,1.368813,1366.07579059646
